,time,open,high,low,close,tick_volume,sma,sd,lb,ub,candle_type
38,2022-02-24,1.13023,1.13086,1.11063,1.11919,171175,1.1337645,0.008437758791352955,1.116888982417294,1.150640017582706,bullish
39,2022-02-25,1.11908,1.12735,1.11659,1.12716,113512,1.134388,0.007343910904172384,1.1197001781916551,1.1490758218083448,bearish
40,2022-02-28,1.11295,1.12464,1.11245,1.12178,138468,1.1343105000000002,0.007473777650453754,1.1193629446990927,1.1492580553009077,bearish
41,2022-03-01,1.12177,1.12331,1.10897,1.11229,114181,1.1335659999999999,0.008838499753619842,1.1158890004927602,1.1512429995072395,bullish
42,2022-03-02,1.11248,1.1143399999999999,1.10574,1.11184,129648,1.1326405,0.010075525048353618,1.1124894499032927,1.1527915500967072,bullish
43,2022-03-03,1.1116,1.11205,1.10332,1.10659,99725,1.1307740000000002,0.01126366510417229,1.1082466697916555,1.1533013302083448,bullish
44,2022-03-04,1.10651,1.10679,1.08852,1.09305,129366,1.1281694999999998,0.013556087572126334,1.1010573248557471,1.1552816751442525,bullish
45,2022-03-07,1.09255,1.09324,1.0806,1.08533,166436,1.1252265000000001,0.016054060078372685,1.0931183798432547,1.1573346201567456,bullish
46,2022-03-08,1.08511,1.09583,1.08471,1.0901399999999999,158841,1.122652,0.01736049768871849,1.087931004622563,1.157372995377437,bearish
47,2022-03-09,1.0896,1.10961,1.08896,1.1075,116644,1.1209105000000001,0.017026378443307805,1.0868577431133846,1.1549632568866157,bearish
48,2022-03-10,1.1072899999999999,1.11213,1.09758,1.09859,125689,1.1187025,0.0169080942544034,1.084886311491193,1.1525186885088068,bullish
49,2022-03-11,1.09845,1.10434,1.09021,1.09137,113278,1.1165325000000001,0.017511668854013628,1.0815091622919728,1.1515558377080275,bullish
50,2022-03-14,1.09155,1.09938,1.09004,1.09447,103181,1.1147269999999998,0.01784544379416006,1.0790361124116796,1.15041788758832,bearish
51,2022-03-15,1.09416,1.102,1.0926,1.09489,112133,1.1126805000000002,0.017644987502046246,1.0773905249959077,1.1479704750040927,bearish
52,2022-03-16,1.09491,1.1047,1.09491,1.1031,128099,1.1109745,0.01677554030034268,1.0774234193993146,1.1445255806006853,bearish
53,2022-03-17,1.10305,1.11376,1.10071,1.10901,85724,1.1096210000000002,0.015700972447255445,1.0782190551054893,1.141022944894511,bearish
54,2022-03-18,1.1089,1.11186,1.10031,1.10503,91467,1.1082589999999999,0.01478777834635933,1.0786834433072812,1.1378345566927186,bullish
55,2022-03-21,1.10504,1.10702,1.10102,1.10188,69638,1.1068065,0.013840086048941568,1.0791263279021168,1.1344866720978832,bullish
56,2022-03-22,1.10176,1.10458,1.0961,1.10294,85754,1.105333,0.012471859313544427,1.080389281372911,1.1302767186270888,bearish
57,2022-03-23,1.10279,1.10427,1.09641,1.10066,77335,1.1038405,0.01099952796834119,1.0818414440633177,1.1258395559366823,bullish
58,2022-03-24,1.10052,1.10135,1.0965799999999999,1.09982,83700,1.102872,0.010414059626041238,1.0820438807479176,1.1237001192520826,bullish
59,2022-03-25,1.09959,1.1038000000000001,1.09809,1.09854,82996,1.101441,0.008731383745161492,1.083978232509677,1.1189037674903228,bullish
60,2022-03-28,1.09842,1.09997,1.09447,1.09859,104188,1.1002815,0.007312817352538457,1.085655865294923,1.1149071347050767,bearish
61,2022-03-29,1.09834,1.11371,1.0969,1.10858,126457,1.100096,0.007033908399206651,1.0860281832015866,1.1141638167984134,bearish
62,2022-03-30,1.1085099999999999,1.1171,1.10792,1.11575,109745,1.1002915,0.00742117615518757,1.0854491476896249,1.115133852310375,bearish
63,2022-03-31,1.11579,1.11848,1.10613,1.10665,110897,1.1002945,0.007423867962613865,1.0854467640747723,1.1151422359252277,bullish
64,2022-04-01,1.10656,1.10757,1.10283,1.10447,85774,1.1008655,0.007275024669880969,1.0863154506602382,1.115415549339762,bullish
65,2022-04-04,1.10336,1.10543,1.09608,1.09715,69321,1.1014565,0.006370413747614584,1.0887156725047709,1.1141973274952293,bullish
66,2022-04-05,1.09688,1.09886,1.09,1.09041,74904,1.10147,0.0063454069588712286,1.0887791860822575,1.1141608139177424,bullish
67,2022-04-06,1.09029,1.09381,1.08741,1.08956,97599,1.1005730000000002,0.006705907136720874,1.0871611857265584,1.113984814273442,bullish
68,2022-04-07,1.08956,1.09382,1.08649,1.08777,88265,1.1000320000000001,0.00728569441837246,1.0854606111632552,1.114603388836745,bullish
69,2022-04-08,1.08764,1.08921,1.08364,1.08747,77188,1.099837,0.007576135037423248,1.0846847299251534,1.1149892700748465,bullish
70,2022-04-11,1.09159,1.09333,1.08729,1.08829,77468,1.099528,0.007924570451583774,1.0836788590968325,1.1153771409031676,bullish
71,2022-04-12,1.08825,1.09035,1.08216,1.08269,98342,1.098918,0.008729088455455588,1.0814598230890888,1.1163761769109113,bullish
72,2022-04-13,1.08256,1.08942,1.0809,1.08902,83973,1.098214,0.008939303163705902,1.0803353936725881,1.116092606327412,bearish
73,2022-04-14,1.08897,1.09233,1.07576,1.08286,100620,1.0969064999999998,0.009186122986675488,1.0785342540266487,1.1152787459733509,bullish
74,2022-04-15,1.08278,1.08303,1.07961,1.08113,56635,1.0957115,0.00961812558333771,1.0764752488333245,1.1149477511666754,bullish
75,2022-04-18,1.07994,1.08213,1.07702,1.0781,52965,1.0945224999999998,0.01026362656487325,1.0739952468702534,1.1150497531297463,bullish
76,2022-04-19,1.07805,1.08141,1.07612,1.07877,81502,1.093314,0.010636521196232788,1.0720409576075343,1.1145870423924655,bearish
77,2022-04-20,1.07876,1.08667,1.07827,1.08539,88292,1.0925505000000002,0.010629510794804118,1.071291478410392,1.1138095215896084,bearish
78,2022-04-21,1.08496,1.09364,1.08239,1.08336,99031,1.0917275,0.010674161066505412,1.070379177866989,1.1130758221330108,bullish
79,2022-04-22,1.08368,1.08519,1.07707,1.08009,94056,1.090805,0.010850218770533493,1.069104562458933,1.112505437541067,bullish
80,2022-04-25,1.08071,1.08145,1.06965,1.07125,122270,1.0894380000000001,0.011519401757127947,1.0663991964857442,1.112476803514256,bullish
81,2022-04-26,1.07106,1.07388,1.06353,1.06372,95470,1.0871950000000001,0.01195521049144497,1.0632845790171102,1.1111054209828901,bullish
82,2022-04-27,1.06363,1.06547,1.05144,1.05573,117332,1.0841939999999999,0.011943181891113926,1.0603076362177721,1.1080803637822276,bullish
83,2022-04-28,1.05571,1.05646,1.04709,1.04983,134090,1.081353,0.013028994427410626,1.0552950111451787,1.1074109888548214,bullish
84,2022-04-29,1.04976,1.05927,1.04906,1.0546,111385,1.0788594999999999,0.013143570961941976,1.052572358076116,1.1051466419238838,bearish
85,2022-05-02,1.05421,1.05681,1.04902,1.05072,91871,1.076538,0.013825638883116475,1.048886722233767,1.104189277766233,bullish
86,2022-05-03,1.0507,1.05775,1.04922,1.05202,89550,1.0746185000000001,0.014449235738303938,1.0457200285233923,1.103516971476608,bearish
87,2022-05-04,1.05186,1.0630600000000001,1.0506,1.06219,109807,1.07325,0.014254438274668818,1.0447411234506625,1.1017588765493376,bearish
88,2022-05-05,1.06196,1.06419,1.04928,1.0541,130526,1.0715664999999999,0.014436430261122011,1.042693639477756,1.1004393605222438,bullish
89,2022-05-06,1.05413,1.05987,1.04828,1.05439,146857,1.0699125,0.014413437398192315,1.0410856252036154,1.0987393747963847,bearish
90,2022-05-09,1.05387,1.05925,1.04954,1.0557,123650,1.0682829999999999,0.014064426232988987,1.040154147534022,1.0964118524659778,bearish
91,2022-05-10,1.0557,1.05851,1.05257,1.05281,127047,1.066789,0.014040477162383073,1.0387080456752338,1.0948699543247662,bullish
92,2022-05-11,1.05281,1.0577,1.05017,1.05092,134397,1.0648840000000002,0.013437168169710688,1.038009663660579,1.0917583363394214,bullish
93,2022-05-12,1.05092,1.05291,1.0354,1.03779,139403,1.0626305,0.014029996614398578,1.0345705067712028,1.0906904932287973,bullish
94,2022-05-13,1.03779,1.04196,1.03494,1.04077,97846,1.0606125,0.01413129929400973,1.0323499014119806,1.0888750985880193,bearish
95,2022-05-16,1.03959,1.0443,1.03887,1.04311,81470,1.058863,0.014017824405116173,1.0308273511897679,1.0868986488102323,bearish
96,2022-05-17,1.0431,1.0556,1.04276,1.05465,95987,1.057657,0.013230468464476735,1.0311960630710466,1.0841179369289535,bearish
97,2022-05-18,1.05465,1.05639,1.04599,1.04609,87927,1.055692,0.011727862281091593,1.032236275437817,1.0791477245621832,bullish
98,2022-05-19,1.04609,1.06073,1.0459,1.05854,115331,1.0544509999999998,0.009800922566673762,1.0348491548666523,1.0740528451333473,bearish
99,2022-05-20,1.05816,1.0599,1.05328,1.05582,93700,1.0532375,0.007746536662483328,1.0377444266750333,1.0687305733249668,bullish
100,2022-05-23,1.05601,1.06975,1.05561,1.06881,89168,1.0531155,0.007461912746886396,1.0381916745062274,1.0680393254937728,bearish
101,2022-05-24,1.06878,1.07489,1.0661100000000001,1.07333,96527,1.053596,0.008427635243027172,1.0367407295139457,1.0704512704860543,bearish
102,2022-05-25,1.07329,1.07382,1.06418,1.0679,96798,1.0542045000000002,0.009009120218162421,1.0361862595636753,1.0722227404363252,bullish
103,2022-05-26,1.06775,1.0731,1.06627,1.07239,84272,1.0553325,0.009809364953426542,1.035713770093147,1.074951229906853,bearish
104,2022-05-27,1.07239,1.07651,1.06974,1.07309,76770,1.056257,0.010577900050280453,1.035101199899439,1.077412800100561,bearish
105,2022-05-30,1.07326,1.07869,1.07243,1.0778,55023,1.057611,0.011522800235324584,1.034565399529351,1.0806566004706493,bearish
106,2022-05-31,1.07756,1.07788,1.06791,1.07326,105538,1.058673,0.01195121359175825,1.0347705728164835,1.0825754271835164,bullish
107,2022-06-01,1.0732,1.0739,1.06272,1.06484,91956,1.0588054999999998,0.012006818446639554,1.0347918631067208,1.082819136893279,bullish
108,2022-06-02,1.06453,1.0749900000000001,1.06405,1.07463,73854,1.059832,0.012452666423407801,1.0349266671531845,1.0847373328468157,bearish
109,2022-06-03,1.07443,1.07638,1.07039,1.07165,72795,1.060695,0.01265215500678935,1.0353906899864211,1.0859993100135787,bullish
110,2022-06-06,1.07146,1.07516,1.06841,1.06955,60295,1.0613875,0.012743075260913185,1.0359013494781735,1.0868736505218264,bullish
111,2022-06-07,1.0695000000000001,1.0714299999999999,1.06523,1.07049,88256,1.0622715,0.012729961043064035,1.036811577913872,1.087731422086128,bearish
112,2022-06-08,1.07036,1.07485,1.06715,1.07157,81423,1.063304,0.012597557574472002,1.038108884851056,1.088499115148944,bearish
113,2022-06-09,1.07154,1.07739,1.06107,1.06159,108517,1.064494,0.011095096783336715,1.0423038064333265,1.0866841935666736,bullish
114,2022-06-10,1.06142,1.06424,1.0506,1.05207,109524,1.065059,0.010063130673274459,1.044932738653451,1.085185261346549,bullish
115,2022-06-13,1.05137,1.05195,1.03996,1.04076,125903,1.0649415000000002,0.010342737230592373,1.0442560255388154,1.085626974461185,bullish
116,2022-06-14,1.04078,1.04848,1.03969,1.04151,137053,1.0642844999999999,0.011394733998420795,1.0414950320031582,1.0870739679968415,bearish
117,2022-06-15,1.0414,1.05076,1.0359099999999999,1.0443,173126,1.064195,0.011551120929886931,1.041092758140226,1.087297241859774,bearish
118,2022-06-16,1.04412,1.06009,1.03811,1.05483,177338,1.0640095,0.011675830850635928,1.0406578382987282,1.087361161701272,bearish
119,2022-06-17,1.05454,1.05602,1.04447,1.04962,150391,1.0636995,0.011982977608610114,1.0397335447827798,1.0876654552172202,bullish
120,2022-06-20,1.04747,1.05457,1.04727,1.05104,82940,1.062811,0.012240141855044413,1.0383307162899111,1.0872912837100888,bearish
121,2022-06-21,1.05104,1.05824,1.05053,1.05318,98780,1.0618035,0.0121577483523896,1.0374880032952207,1.086118996704779,bearish
122,2022-06-22,1.05299,1.06054,1.04691,1.05678,117792,1.0612475,0.012118475618485263,1.0370105487630294,1.0854844512369703,bearish
123,2022-06-23,1.05631,1.05812,1.04827,1.05215,147534,1.0602354999999999,0.011983361041132764,1.0362687779177344,1.0842022220822654,bullish
124,2022-06-24,1.05225,1.05711,1.05119,1.05534,103535,1.059348,0.011633419463815721,1.0360811610723686,1.0826148389276313,bearish
125,2022-06-27,1.05456,1.06149,1.05456,1.05829,109352,1.0583725,0.010792306165433571,1.0367878876691328,1.079957112330867,bearish
126,2022-06-28,1.05817,1.06058,1.05033,1.0518,121778,1.0572994999999998,0.010289332992040238,1.0367208340159193,1.0778781659840804,bullish
127,2022-06-29,1.0517,1.05353,1.04352,1.04411,128083,1.056263,0.010531042383555697,1.0352009152328885,1.0773250847671114,bullish
128,2022-06-30,1.04394,1.04891,1.03823,1.04827,134494,1.054945,0.009730454362736628,1.0354840912745267,1.0744059087254734,bearish
129,2022-07-01,1.04826,1.04854,1.03657,1.04261,138542,1.053493,0.009261926081376411,1.0349691478372471,1.0720168521627529,bullish
130,2022-07-04,1.04146,1.04627,1.04146,1.04221,82163,1.052126,0.008771926752282418,1.034582146495435,1.0696698535045648,bearish
131,2022-07-05,1.04198,1.04488,1.02349,1.02656,140314,1.0499295,0.009408503698364946,1.03111249260327,1.06874650739673,bullish
132,2022-07-06,1.02641,1.02769,1.01618,1.0181,157888,1.047256,0.010472351266677211,1.0263112974666455,1.0682007025333544,bullish
133,2022-07-07,1.01797,1.02213,1.01441,1.01587,126061,1.04497,0.012049970954323745,1.0208700580913526,1.0690699419086473,bullish
134,2022-07-08,1.01564,1.01912,1.00717,1.01831,131701,1.043282,0.01330253818281724,1.0166769236343656,1.0698870763656345,bearish
135,2022-07-11,1.01696,1.01831,1.00337,1.00396,119721,1.041442,0.01595114270778932,1.0095397145844214,1.0733442854155786,bullish
136,2022-07-12,1.00396,1.00739,0.99996,1.00365,139938,1.039549,0.01805095387478252,1.003447092250435,1.075650907749565,bullish
137,2022-07-13,1.00346,1.01222,0.99977,1.00574,150092,1.0376210000000001,0.01951657133930444,0.9985878573213912,1.076654142678609,bearish
138,2022-07-14,1.00551,1.00598,0.99522,1.00178,165084,1.0349685000000002,0.020627966523503828,0.9937125669529925,1.0762244330470079,bullish
139,2022-07-15,1.00154,1.00981,1.0007,1.00854,121685,1.0329145,0.021131378383070085,0.9906517432338597,1.0751772567661402,bearish
140,2022-07-18,1.00816,1.02014,1.00734,1.01418,117254,1.0310715,0.021074657586031706,0.9889221848279365,1.0732208151720632,bearish
141,2022-07-19,1.01408,1.02694,1.01193,1.02247,135544,1.0295359999999998,0.020489698926663805,0.9885566021466722,1.0705153978533275,bearish
142,2022-07-20,1.02245,1.02729,1.01552,1.01803,124235,1.0275984999999999,0.019590279349720043,0.9884179413005598,1.06677905869944,bullish
143,2022-07-21,1.01766,1.02783,1.01535,1.023,156314,1.026141,0.01873314790755643,0.9886747041848871,1.0636072958151128,bearish
144,2022-07-22,1.02282,1.02553,1.01299,1.02109,147879,1.0244285,0.017444594480211364,0.9895393110395773,1.0593176889604228,bullish
145,2022-07-25,1.02116,1.0258,1.01785,1.02188,125820,1.022608,0.015518364197572429,0.9915712716048551,1.053644728395145,bearish
146,2022-07-26,1.02185,1.02502,1.01077,1.01155,114344,1.0205955,0.01407625154761234,0.9924429969047753,1.0487480030952248,bullish
147,2022-07-27,1.01134,1.0221,1.00964,1.01975,124371,1.0193775,0.012942766675274938,0.9934919666494502,1.04526303335055,bearish
148,2022-07-28,1.02003,1.02344,1.01142,1.01963,141998,1.0179455000000002,0.011019274250152887,0.9959069514996944,1.039984048500306,bullish
149,2022-07-29,1.01956,1.02542,1.01461,1.02258,131205,1.016944,0.009459455531237072,0.998025088937526,1.0358629110624742,bearish
150,2022-08-01,1.02075,1.02752,1.02052,1.02617,121566,1.0161419999999999,0.007725654187941814,1.0006906916241163,1.0315933083758835,bearish
151,2022-08-02,1.02603,1.02936,1.0163,1.01655,149083,1.0156415,0.0073292875183335795,1.0009829249633329,1.0303000750366673,bullish
152,2022-08-03,1.01653,1.02104,1.01229,1.01661,130497,1.015567,0.007310531048467752,1.0009459379030645,1.0301880620969357,bearish
153,2022-08-04,1.01672,1.02539,1.01539,1.02447,119698,1.015997,0.007577345112072729,1.0008423097758545,1.0311516902241455,bearish
154,2022-08-05,1.02437,1.02518,1.01416,1.01776,109082,1.0159695000000002,0.007569502851649948,1.0008304942967003,1.0311085057033,bullish
155,2022-08-08,1.01711,1.02219,1.01594,1.01943,93730,1.016743,0.007050311751231742,1.0026423764975365,1.0308436235024634,bearish
156,2022-08-09,1.01945,1.02475,1.01884,1.02126,78664,1.0176234999999998,0.006398610272639968,1.0048262794547198,1.0304207205452798,bearish
157,2022-08-10,1.02122,1.03688,1.02021,1.02988,116880,1.0188305,0.006315266777719137,1.0061999664445618,1.0314610335554382,bearish
158,2022-08-11,1.02983,1.03645,1.02757,1.03194,126227,1.0203384999999998,0.0055886513531839006,1.009161197293632,1.0315158027063676,bearish
159,2022-08-12,1.03174,1.03273,1.02385,1.0256,98414,1.0211915,0.004959594927227361,1.0112723101455454,1.0311106898544546,bullish
160,2022-08-15,1.02545,1.02684,1.01544,1.01596,91347,1.0212805,0.004841721610952941,1.011597056778094,1.030963943221906,bullish
161,2022-08-16,1.01579,1.01949,1.01224,1.01702,99378,1.0210080000000001,0.004923920774093368,1.0111601584518135,1.0308558415481868,bearish
162,2022-08-17,1.01698,1.02031,1.01457,1.01807,118800,1.02101,0.004922655466532247,1.0111646890669355,1.0308553109330645,bearish
